episode_id,source_citation,source_url,year_window,geography,region,age_band,skill_tier,sector,prior_income_band,subsidy_level,ubi_level,population_n,time_horizon,outcome_retrain_%,outcome_share_similar_%,outcome_underemployed_%,outcome_exit_%,outcome_still_seeking_%,data_quality,notes,comparability_notes
redcar_2015,SSI Task Force / Gov.uk 6-month press release,https://www.gov.uk/government/news/business-minister-returns-to-redcar-6-months-after-steel-plant-closure,2015-2016,Redcar / Teesside,North East England,45+,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£15k employer hiring subsidy for age 45+,N/A,>1035 approx 50%+ of workforce,6-12 months,,,,,UNKNOWN — see notes,LOW,"AGE BREAKDOWN — PARTIAL ONLY. 50%+ of workers seeking work were aged 45+. Employer subsidy age-tiered: £15k for hiring 45+ vs £11k for under 45 — government explicitly recognised older workers as harder to place implying higher exit risk. No outcome rates by age band available from any public source found.","Age 45+ associated with higher exit probability in most displacement literature. Makes Redcar a harder-than-average episode. Check whether Hartz and China shock age distributions are comparable."
redcar_2015,Evidently Substack citing Tees Valley CA data,https://evidently.substack.com/p/3-lessons-from-redcar-steelworks,2015-2017,Redcar / Teesside,North East England,all,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£50m total government package,N/A,2070,24 months,,,PROXY ONLY — see notes,,,MEDIUM,"UNDEREMPLOYMENT PROXY — area-level not individual. Area wages fell 0.5% real terms 2015-2017 vs +1.6% rest of North East = 2.1pp gap attributable to closure. Manual jobs fell 10% to 8% of local employment (Dec 2014 to Dec 2016); service sector rose 11% to 12% — occupational downshift consistent with steelworkers taking lower-paid service jobs. One documented worker applied to 50 jobs before finding one. Union confirmed lower pay in new roles.","Wage data is area-level — cannot isolate SSI workers. However SSI was the dominant employer so effect is largely attributable to closure. Wage scarring is more comparable across episodes than benefit claim data."
redcar_2015,Evidently Substack citing Tees Valley CA data,https://evidently.substack.com/p/3-lessons-from-redcar-steelworks,2015-2017,Redcar / Teesside,North East England,all,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£50m total government package,N/A,2070,24 months recovery timeline,,,,,,MEDIUM,"RECOVERY TIMELINE. Claimant count rose 6% to 7% post-closure (Sept-Nov 2015) and stayed elevated for ~2 years before returning to baseline Oct 2017. Best calibration point for how long displacement effects persist. Area-level measure covering Redcar and Cleveland not just SSI workers.","2-year recovery should be treated as best-case given large government support package. Unsupported closures likely take longer. Compare to Hartz (targeted unemployment duration) and China shock (much longer recovery in affected zones)."
port_talbot_2024,UK Government Tata Steel/Port Talbot Transition Board + BBC News Jan 2024,https://www.gov.uk/government/news/statement-from-the-fifteenth-tata-steelport-talbot-transition-board,2024-2026,Port Talbot / South Wales,Wales / Neath Port Talbot,all (avg Unite age 36),skilled_manual,primary_metals / steel_manufacturing,£35k-£50k est.,"£80m UK Gov Transition Board + £20m Tata Steel; min redundancy £20k per worker (£15k+£5k); training option month 1 full pay then £27k/yr",N/A,2100,reference 2024,,,,,,HIGH,"POPULATION BASE. Tata Steel UK total workforce ~8000; Port Talbot site ~4000. January 2024: announced up to 2800 UK-wide job losses (~2000 at Port Talbot). Of those at risk: ~600 offered alternative roles within Tata = retained. Net displacement: ~2100 direct Tata employees. BF5 closed July 2024; BF4 closed 30 September 2024 — end of 100+ years of primary steelmaking. Electric arc furnace planned to open ~2027-2029 creating ~500 new jobs. Town population ~35000; 2800 jobs = ~10% of total employment. Average Unite member age 36 — significantly younger than Redcar (50%+ aged 45+).","CRITICAL EPISODE DISTINCTION: 2016 Tata Steel crisis (750 direct Port Talbot redundancies) was a restructuring NOT a full closure — no comparable outcome data exists. This episode covers the 2024 blast furnace closure only. Unlike Redcar (complete overnight closure Oct 2015) this is a phased transition with EAF replacement planned — makes re-employment dynamics different. Government intervention is much larger (£500m EAF grant + £122m Transition Board vs £46m for Redcar)."
port_talbot_2024,Personnel Today Sept 2024 + UK Government Transition Board,https://www.personneltoday.com/hr/improved-redundancy-terms-confirmed-for-2500-tata-steelworkers/,2024,Port Talbot / South Wales,Wales / Neath Port Talbot,all,skilled_manual,primary_metals / steel_manufacturing,£35k-£50k est.,"VR: 2.8 weeks pay/yr of service (max 25 yrs); Compulsory: min £15k + £5k retention = £20k total; Training option: month 1 full salary then £27k/yr months 2-12",N/A,2100,Sept 2024 at closure,,,,,,HIGH,"REDUNDANCY TERMS. Voluntary redundancy: 2.8 weeks pay per year of service (max 25 years). Compulsory: minimum £20k (£15k + £5k retention). Training package: month 1 full salary; months 2-12 £27k/yr paid by Tata Steel. CRITICAL PERVERSE INCENTIVE: whistleblowers reported that staying in retraining longer than 1 month causes workers to lose the full enhanced redundancy payment — effectively penalising retraining participation. 2000 workers expressed interest in voluntary redundancy. 5000 jobs preserved across Tata UK operations through the deal.","Redundancy package is larger than Redcar (Redcar workers on standard statutory redundancy terms). However the training-vs-redundancy payment trade-off creates a perverse incentive suppressing retraining uptake. Cannot compare raw retraining rates to Hartz (where no such financial trade-off existed) or to Redcar."
port_talbot_2024,UK Government Tata Steel/Port Talbot Transition Board 15th Statement,https://www.gov.uk/government/news/statement-from-the-fifteenth-tata-steelport-talbot-transition-board,2024-2025,Port Talbot / South Wales,Wales / Neath Port Talbot,all,skilled_manual,primary_metals / steel_manufacturing,£35k-£50k est.,"£80m UK Gov + £20m Tata Steel Transition Board; £13.5m Employment and Skills Flexible Fund",N/A,2100,12 months post-closure Sept 2025,,16,,,,MEDIUM,"REEMPLOYMENT INTO NEW JOBS. 332 people directly supported into new employment via Neath Port Talbot Council transition services (332/2100 = 16% of direct Tata job losses). 50+ local employers pledged to support displaced workers. Welding skills academy (UKSE/JES Group) aiming to retrain 300 ex-steelworkers and create 50+ jobs — not yet complete at time of Transition Board statement. Cannot confirm if 332 are former Tata employees exclusively or include supply chain workers — NPT Council transition services cover both groups.","332 re-employed is a floor not a ceiling — counts only those accessing formal NPT Council services. Workers who found employment independently are excluded. Cannot compare to Redcar (93% off benefits at 12 months) as measurement definitions differ entirely."
port_talbot_2024,"Swansea Bay News Apr 2025 + Personnel Today Sept 2024",https://swanseabaynews.com/port-talbot-tata-steel-sets-out-demands-for-next-welsh-government-as-thousands-of-steelworkers-live-with-the-consequences-of-its-1-25bn-transformation/,2024-2025,Port Talbot / South Wales,Wales / Neath Port Talbot,all,skilled_manual,primary_metals / steel_manufacturing,£35k-£50k est.,Employment and Skills Flexible Fund (part of £13.5m programme),N/A,2100,6 months Feb 2025,NEAR ZERO — see notes,,,,,HIGH,"RETRAINING UPTAKE CRISIS. By February 2025 (5 months post-closure) only 3 ex-employees had accessed the Employment and Skills Flexible Fund retraining scheme per whistleblower reports. Structural barrier: the training option conflicts with the enhanced redundancy payment — workers who stay in training longer than 1 month lose the full enhanced redundancy payout. This is a concrete policy design failure creating a strong financial disincentive against retraining. 3667 training courses and qualifications were funded by the Transition Board across the period — but these are course counts not worker counts (same measurement problem as Redcar). Result: a well-funded retraining scheme with near-zero uptake at 5 months.","Most critical calibration finding for the model: the retraining option existed and was funded but was financially inaccessible due to payment cliff. This shows that subsidy structure (not just subsidy level) determines outcome_retrain_%. The perverse incentive directly suppresses the retrain bucket in the multinomial logit. Directly relevant to model parameter design."
port_talbot_2024,"ONS Neath Port Talbot Labour Market + UK Government Transition Board",https://www.ons.gov.uk/visualisations/labourmarketlocal/W06000012/,2024-2025,Port Talbot / South Wales,Wales / Neath Port Talbot,all,all,all sectors,varies,N/A,N/A,35000+ working-age (Neath Port Talbot LA),pre and post Sept 2024,,,,,PROXY — see notes,MEDIUM,"CLAIMANT COUNT — NO SPIKE OBSERVED. Pre-closure March 2024: 2700 claimants in Neath Port Talbot LA (3.1% of working-age population). UK Government and Transition Board state no spike in local unemployment since September 2024. HOWEVER: Sheffield Hallam University academics argue official figures exclude the hidden unemployed — workers on incapacity-related benefits (PIP/ESA) classed as economically inactive rather than unemployed. This is the same hidden unemployment problem as Redcar. A no-spike finding could mean: (a) workers genuinely re-employed; (b) workers moved to ESA/PIP; (c) workers retired early; (d) workers left the area. Cannot distinguish without DWP microdata. Pre-closure base: 2700 claimants in an LA where 2100+ direct Tata jobs just disappeared — any real spike should be clearly detectable in the data.","Area-level claimant count is not a worker-level outcome measure. Same denominator and definition problems as Redcar. The Sheffield Hallam hidden unemployment point is especially important for a post-industrial Welsh valley town where long-term health-related inactivity is historically elevated. Do not treat no-spike finding as clean re-employment evidence."
port_talbot_2024,"Logistics Manager 2024 + UK Government Transition Board",https://www.logisticsmanager.com/concerns-over-supply-chain-job-losses-as-tata-steel-transitions-to-green-steelmaking/,2024-2025,Port Talbot / South Wales,Wales / Neath Port Talbot,all,skilled_manual / low_skilled,manufacturing / logistics / services,varies,Supply Chain Transition Fund (grants up to £250k per company),N/A,"~12500 upstream supply chain jobs at risk; ~2000 employed by ~40 supply chain businesses in active application process",ongoing 2024-2026,,,,,UNKNOWN — see notes,LOW,"SUPPLY CHAIN INDIRECT DISPLACEMENT. Tata Steel supports ~12500 further jobs in upstream supply chain. 59 supply chain companies received Transition Fund grants by Q4 2024. ~2000 people employed by ~40 supply chain businesses were in active application process by late 2024. Many contractor/supply chain jobs directly dependent on steelmaking processes that already ended (Morfa Coke Ovens + BF5) prior to formal blast furnace closure. Welsh Secretary confirmed supply chain job losses already occurring by July 2024 — weeks before BF4 closure. No individual-level outcome data for supply chain workers available.","Supply chain displacement is the largest and least-measured component of this episode. Direct Tata losses (2100) may be less than half the total displacement. Supply chain workers are likely lower-skilled with worse re-employment prospects than direct steelworkers. Do not use supply chain figures interchangeably with direct worker data when calibrating the model — they represent a different population."
port_talbot_2024,"UK Government Start-Up Fund + Transition Board + Dr Calvin Jones Cardiff University",https://www.gov.uk/government/news/start-up-business-fund-launched-for-port-talbot-steelworkers,2024-2025,Port Talbot / South Wales,Wales / Neath Port Talbot,all,skilled_manual,primary_metals / steel_manufacturing,£35k-£50k est.,"Start-Up Fund grants up to £50k; Business Growth Fund up to £300k; Business Resilience Fund up to £25k",N/A,2100,12 months post-closure,,,PROXY — see notes,,,LOW,"SELF-EMPLOYMENT AND ECONOMIC IMPACT. 85 new businesses launched using start-up equipment grants (earlier source); Transition Board 15 records 22 new businesses in formal count — gap likely reflects timing and eligibility differences. 43 businesses received growth and resilience grants. For comparison: Redcar had 172 new businesses at 12 months (8% of 2070 workers). Dr Calvin Jones (Cardiff University) estimates £200m/yr earnings loss for Port Talbot town — approximately 15% of gross earnings. Total economic impact estimated at £500m to Welsh economy including direct and indirect losses. Self-employment here may reflect scarcity of alternative employment in a geographically constrained town rather than entrepreneurial preference.","Business creation rate appears lower than Redcar at equivalent time horizon. Possible explanations: (a) workers aged 36 on average may prefer job-seeking over business creation; (b) larger redundancy payment reduces financial urgency to self-employ; (c) different local economy structure. Economic impact estimates are useful for welfare modelling but cannot be converted to individual outcome bucket rates without further data."
port_talbot_2024,"Senedd Research / Welsh Parliament — One Year On: How Has the Blast Furnaces Closing Affected Port Talbot? (Gareth Thomas 30/09/2025)",https://research.senedd.wales/research-articles/one-year-on-how-has-the-blast-furnaces-closing-affected-port-talbot/,2024-2025,Port Talbot / South Wales,Wales / Neath Port Talbot,all,skilled_manual,primary_metals / steel_manufacturing,£35k-£50k est.,"£80m UK Gov Transition Board: £30m workers/supply chain + £13m business + £29.4m regeneration + £3.3m mental health; Welsh Gov additional PLA and employability support",N/A,2100,12 months Sept 2025,,16,,,,HIGH,"SENEDD RESEARCH 1-YEAR SUMMARY. Outcomes as of 4 September 2025: 3667 training courses/qualifications funded; 37 supply chain businesses received grants safeguarding ~200 jobs; 22 new firms created + 43 businesses with growth/resilience grants; 332 people supported into new jobs by NPT Council employability team (332/2100 = 16%); ~600 Tata employees offered alternative roles within Tata. ONS: payroll employment in Neath Port Talbot decreased since end of 2023. Annual Population Survey suggests employment rate may have decreased — more reliable data needed. EAF construction started 14 July 2025; expected operational end of 2027 creating ~500 new jobs. Climate Change Committee: important lessons to learn from how the closure was managed — UK and Welsh governments should have developed a proactive transition plan including alternative employment BEFORE blast furnaces closed. This confirms the core calibration insight: advance planning significantly improves outcome_retrain_% and reduces outcome_exit_%.","Most comprehensive 1-year outcome summary available. Key limitation: 332 re-employed is measured by NPT Council services only — workers who found employment independently are not counted. No clean 4-bucket split available. CCC lesson (advance transition planning needed pre-closure) is analogous to Redcar criticism and China shock finding that displacement outcomes are worse when workers have no advance warning or prior support structures."
port_talbot_2024,Public Health Wales Community Survey 2025 + University of Leeds Welsh Steel Research,https://research.senedd.wales/research-articles/one-year-on-how-has-the-blast-furnaces-closing-affected-port-talbot/,2024-2025,Port Talbot / South Wales,Wales / Neath Port Talbot,all,all,all sectors,varies,N/A,N/A,~35000 households Neath Port Talbot,6-12 months post-closure,,,,,PROXY — see notes,MEDIUM,"COMMUNITY WELFARE AND AWARENESS. Public Health Wales survey: 74% of households expect financial pressures over next 6 months; only 32% aware of available financial support schemes; 89% anticipate fewer employment opportunities locally. University of Leeds research on Welsh steel mass redundancies (early 2000s): significant structural barriers to employment transitions + negative impacts on health and housing. Mental health and wellbeing fund of £3.3m established — signals anticipated welfare impacts. Community is rallying round per Public Health Wales but financial stress is widespread.","The 32% awareness of support schemes is a policy implementation failure directly suppressing outcome_retrain_% — workers cannot access schemes they do not know exist. University of Leeds Welsh steel precedent confirms negative health/housing effects are a predictable sequela of mass steel displacement in Wales specifically. 89% anticipating fewer local opportunities aligns with structural reality: steelworks was ~10% of local employment."
port_talbot_2024,Unite Workers' Plan for Port Talbot (Nov 2023) + ONS Regional Wages 2022,https://www.unitetheunion.org/media/u1aj5j5p/the-workers-plan-for-port-talbot.pdf,2022-2023,Port Talbot / Neath Port Talbot LA,Wales / Neath Port Talbot,all,skilled_manual,primary_metals / steel_manufacturing,£32800 median FT wage NPT / est £46k+ Tata workers,N/A,N/A,~4000 direct Tata Port Talbot,pre-closure baseline,,,,,,HIGH,"PRE-CLOSURE WAGE BASELINE. Tata Steel wages 36% higher than UK average (Tata's own data). Median full-time wage in Neath Port Talbot: £32,800 — second highest in Wales after Cardiff £33,100. Former mining area comparison: Rhondda Cynon Taf £26,900; Merthyr Tydfil £26,700. UK average FT median ~£34,000 (2022) — 36% above implies ~£46,200 for Tata workers specifically. Neath Port Talbot's second-highest-in-Wales wage position is almost entirely attributable to the steelworks — closure removes the wage-premium employer from the local economy. Unite Workers' Plan (pre-closure Nov 2023): UK produces only 6Mt/yr = 60% of domestic need; dependent on imports for 10 of 17 main steel product types. Workers' Plan called for keeping BF4 open until 2034 and building 3Mt EAF by 2027 — rejected.","The 36% wage premium (est £46k+ Tata workers vs £32,800 NPT median) means any re-employment in the local economy almost certainly involves significant wage loss — underemployment is structurally expected for most workers. This is a larger structural wage gap than Redcar and far larger than the 4-10% re-employment wage penalty under Hartz. For the multinomial logit: prior_income_band is the strongest predictor of underemployment probability — Port Talbot workers should show higher underemployment rates than the German reformed cohort where the wage gap was smaller."
hartz_2003_2005,Centre for Public Impact — Hartz Employment Reforms in Germany,https://centreforpublicimpact.org/public-impact-fundamentals/the-hartz-employment-reforms-in-germany/,2003-2012,Germany,National,all,all,all sectors,varies,ALG II flat rate after 12 months ALG I,ALG II ~€400/month basic rate,~4-5 million unemployed at reform onset,reference 2002-2005,,,,,,HIGH,"CONTEXT ROW. Hartz I-IV implemented Jan 2003 to Jan 2005. Key changes: Hartz I-II eased temp work regulation and created mini-jobs up to €400/month. Hartz III restructured Federal Employment Agency. Hartz IV merged unemployment assistance and social assistance into ALG II flat-rate benefit. ALG I (insurance) duration cut from up to 32 months to max 12 months (18 months for 55+). After ALG I exhaustion workers move to means-tested ALG II ~€400/month. Tightened job search obligations — must accept any reasonable offer. Germany-wide national reform — NOT a single displacement episode. Population base is all German unemployed not a specific displaced cohort.","CRITICAL: Hartz is a national policy reform affecting all unemployed Germans. Redcar and Port Talbot are single-site displacement episodes. Do not directly compare outcome rates. Use Hartz data as evidence for what happens when benefit/subsidy levels change (policy lever effects) not as a baseline displacement outcome rate."
hartz_2003_2005,Centre for Public Impact + multiple IZA/IAB sources,https://centreforpublicimpact.org/public-impact-fundamentals/the-hartz-employment-reforms-in-germany/,2002-2014,Germany,National,all,all,all sectors,varies,ALG II ~€400/month post-12-months,ALG II ~€400/month,~4-5 million unemployed,9 years 2002-2014 trajectory,,,,,,HIGH,"UNEMPLOYMENT RATE TRAJECTORY. Pre-reform 2002: ~13.4% including labour scheme participants. 2005 post-reform: ~11%. 2012: ~5.5%. End of 2014: ~5%. Overall reduction ~8-9pp over the decade. Portion attributable to Hartz reforms estimated at ~1.5pp (Odendahl CER 2017) — remainder due to broader economic recovery and wage moderation. ~2.5 million jobs credited to reforms though causality disputed. Long-term unemployment did NOT noticeably decrease per Gustav Horn — benefits of reform accrued mainly to those already with strong employment prospects.","The 8-9pp unemployment decline conflates Hartz effects with broader economic recovery 2003-2008 and 2009 crisis response. The reform-attributable 1.5pp reduction (Odendahl) is the most credible isolated estimate. Do not use overall decline as a Hartz effect."
hartz_2003_2005,Price 2020 IZA DP13300 + Kuegler et al. UCL/IMF,https://docs.iza.org/dp13300.pdf,2003-2010,Germany,National,all,all,all sectors,varies,ALG II post-exhaustion,ALG II ~€400/month,all unemployed subject to reform,1-3 years post-reform,,,~10% wage reduction on re-employment — 80%+ due to lower-paying employer,,,HIGH,"RE-EMPLOYMENT WAGE EFFECTS. Hartz IV reduced re-employment wages by ~10% (diff-in-diff estimate). Workers accepting jobs after exhausting ALG I earn 4-8% lower wages than absent reform. Over 80% of this wage decline is because workers found re-employment at lower-paying employers — occupational or wage downgrade = underemployment. Earnings of displaced workers tracked continuously employed workers closely until 2003 then diverged sharply in 2005 and remained lower through 2010. Low-skilled workers suffered most.","Wage scarring of -10% is the cleanest cross-comparable metric with Redcar (-0.5% area wages) and China shock wage penalty data. Note that Hartz effect is partially mechanical — reform pressure forces workers to accept lower-paid work. Underemployment rate in traditional sense (% in below-skill jobs) is not directly measured."
hartz_2003_2005,Price 2020 IZA DP13300,https://docs.iza.org/dp13300.pdf,2003-2008,Germany,National,all,all,all sectors,varies,ALG II post-exhaustion,ALG II ~€400/month,all workers affected by benefit duration cut,12-18 months post-displacement,,PROXY — faster re-employment but lower job quality,,,,MEDIUM,"RE-EMPLOYMENT SPEED. Hartz IV increased hazard rate of re-employment — probability of experiencing a 1-year jobless spell reduced by 12.4%. Job-finding rate rose steadily in months before benefit exhaustion and spiked sharply at exhaustion point — workers strategically accepting jobs just before benefits run out. Faster re-employment but lower-quality jobs — workers moved into share_similar or underemployed buckets faster under reform pressure.","Job-finding spike at benefit exhaustion is strategic behaviour not genuine matching. Key model insight: high subsidy_level slows re-employment; low subsidy_level speeds it but increases underemployment share. This is the core policy lever finding from Hartz."
hartz_2003_2005,Centre for Public Impact + IAB data,https://centreforpublicimpact.org/public-impact-fundamentals/the-hartz-employment-reforms-in-germany/,2005-2010,Germany,National,all,low_skilled,all sectors,low income,ALG II ~€400/month,ALG II ~€400/month,~7.4 million mini-job holders by 2010,5 years post-reform,,,high — mini-jobs 7.4m by 2010 / temp workers doubled to 780k,,,MEDIUM,"LABOUR MARKET SEGMENTATION / UNDEREMPLOYMENT. Mini-jobs (<=€400/month) held by 7.4 million people by Dec 2010. Temporary contract workers doubled to 780000. Ein-Euro-Jobs workfare scheme: 200000+ in 2005 rising to 320000+ in 2009 then declining to 188000 in 2011. Mini-job growth is the clearest measurable underemployment signal — jobs below standard employment threshold. Reforms increased temporary and marginal employment and raised number of people in insecure jobs and at risk of poverty.","Mini-job count 7.4m is a stock measure of the post-reform labour market not a flow measure of what displaced workers did. Cannot use as a displacement outcome rate directly. However it indicates a common destination for workers exiting unemployment: low-paid insecure work = underemployed bucket."
