episode_id,source_citation,source_url,year_window,geography,region,age_band,skill_tier,sector,prior_income_band,subsidy_level,ubi_level,population_n,time_horizon,outcome_retrain_%,outcome_share_similar_%,outcome_underemployed_%,outcome_exit_%,outcome_still_seeking_%,data_quality,notes,comparability_notes
redcar_2015,SSI Task Force / Gov.uk 6-month press release,https://www.gov.uk/government/news/business-minister-returns-to-redcar-6-months-after-steel-plant-closure,2015-2016,Redcar / Teesside,North East England,45+,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£15k employer hiring subsidy for age 45+,N/A,>1035 approx 50%+ of workforce,6-12 months,,,,,UNKNOWN — see notes,LOW,"AGE BREAKDOWN — PARTIAL ONLY. 50%+ of workers seeking work were aged 45+. Employer subsidy age-tiered: £15k for hiring 45+ vs £11k for under 45 — government explicitly recognised older workers as harder to place implying higher exit risk. No outcome rates by age band available from any public source found.","Age 45+ associated with higher exit probability in most displacement literature. Makes Redcar a harder-than-average episode. Check whether Hartz and China shock age distributions are comparable."
redcar_2015,Evidently Substack citing Tees Valley CA data,https://evidently.substack.com/p/3-lessons-from-redcar-steelworks,2015-2017,Redcar / Teesside,North East England,all,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£50m total government package,N/A,2070,24 months,,,PROXY ONLY — see notes,,,MEDIUM,"UNDEREMPLOYMENT PROXY — area-level not individual. Area wages fell 0.5% real terms 2015-2017 vs +1.6% rest of North East = 2.1pp gap attributable to closure. Manual jobs fell 10% to 8% of local employment (Dec 2014 to Dec 2016); service sector rose 11% to 12% — occupational downshift consistent with steelworkers taking lower-paid service jobs. One documented worker applied to 50 jobs before finding one. Union confirmed lower pay in new roles.","Wage data is area-level — cannot isolate SSI workers. However SSI was the dominant employer so effect is largely attributable to closure. Wage scarring is more comparable across episodes than benefit claim data."
redcar_2015,Evidently Substack citing Tees Valley CA data,https://evidently.substack.com/p/3-lessons-from-redcar-steelworks,2015-2017,Redcar / Teesside,North East England,all,skilled_manual,primary_metals / steel_manufacturing,£25k-£35k est.,£50m total government package,N/A,2070,24 months recovery timeline,,,,,,MEDIUM,"RECOVERY TIMELINE. Claimant count rose 6% to 7% post-closure (Sept-Nov 2015) and stayed elevated for ~2 years before returning to baseline Oct 2017. Best calibration point for how long displacement effects persist. Area-level measure covering Redcar and Cleveland not just SSI workers.","2-year recovery should be treated as best-case given large government support package. Unsupported closures likely take longer. Compare to Hartz (targeted unemployment duration) and China shock (much longer recovery in affected zones)."
Port Talbot,,,,,,,,,,,,,,,,,,,,,
Port Talbot,,,,,,,,,,,,,,,,,,,,,
hartz_2003_2005,Centre for Public Impact — Hartz Employment Reforms in Germany,https://centreforpublicimpact.org/public-impact-fundamentals/the-hartz-employment-reforms-in-germany/,2003-2012,Germany,National,all,all,all sectors,varies,ALG II flat rate after 12 months ALG I,ALG II ~€400/month basic rate,~4-5 million unemployed at reform onset,reference 2002-2005,,,,,,HIGH,"CONTEXT ROW. Hartz I-IV implemented Jan 2003 to Jan 2005. Key changes: Hartz I-II eased temp work regulation and created mini-jobs up to €400/month. Hartz III restructured Federal Employment Agency. Hartz IV merged unemployment assistance and social assistance into ALG II flat-rate benefit. ALG I (insurance) duration cut from up to 32 months to max 12 months (18 months for 55+). After ALG I exhaustion workers move to means-tested ALG II ~€400/month. Tightened job search obligations — must accept any reasonable offer. Germany-wide national reform — NOT a single displacement episode. Population base is all German unemployed not a specific displaced cohort.","CRITICAL: Hartz is a national policy reform affecting all unemployed Germans. Redcar and Port Talbot are single-site displacement episodes. Do not directly compare outcome rates. Use Hartz data as evidence for what happens when benefit/subsidy levels change (policy lever effects) not as a baseline displacement outcome rate."
hartz_2003_2005,Centre for Public Impact + multiple IZA/IAB sources,https://centreforpublicimpact.org/public-impact-fundamentals/the-hartz-employment-reforms-in-germany/,2002-2014,Germany,National,all,all,all sectors,varies,ALG II ~€400/month post-12-months,ALG II ~€400/month,~4-5 million unemployed,9 years 2002-2014 trajectory,,,,,,HIGH,"UNEMPLOYMENT RATE TRAJECTORY. Pre-reform 2002: ~13.4% including labour scheme participants. 2005 post-reform: ~11%. 2012: ~5.5%. End of 2014: ~5%. Overall reduction ~8-9pp over the decade. Portion attributable to Hartz reforms estimated at ~1.5pp (Odendahl CER 2017) — remainder due to broader economic recovery and wage moderation. ~2.5 million jobs credited to reforms though causality disputed. Long-term unemployment did NOT noticeably decrease per Gustav Horn — benefits of reform accrued mainly to those already with strong employment prospects.","The 8-9pp unemployment decline conflates Hartz effects with broader economic recovery 2003-2008 and 2009 crisis response. The reform-attributable 1.5pp reduction (Odendahl) is the most credible isolated estimate. Do not use overall decline as a Hartz effect."
hartz_2003_2005,Price 2020 IZA DP13300 + Kuegler et al. UCL/IMF,https://docs.iza.org/dp13300.pdf,2003-2010,Germany,National,all,all,all sectors,varies,ALG II post-exhaustion,ALG II ~€400/month,all unemployed subject to reform,1-3 years post-reform,,,~10% wage reduction on re-employment — 80%+ due to lower-paying employer,,,HIGH,"RE-EMPLOYMENT WAGE EFFECTS. Hartz IV reduced re-employment wages by ~10% (diff-in-diff estimate). Workers accepting jobs after exhausting ALG I earn 4-8% lower wages than absent reform. Over 80% of this wage decline is because workers found re-employment at lower-paying employers — occupational or wage downgrade = underemployment. Earnings of displaced workers tracked continuously employed workers closely until 2003 then diverged sharply in 2005 and remained lower through 2010. Low-skilled workers suffered most.","Wage scarring of -10% is the cleanest cross-comparable metric with Redcar (-0.5% area wages) and China shock wage penalty data. Note that Hartz effect is partially mechanical — reform pressure forces workers to accept lower-paid work. Underemployment rate in traditional sense (% in below-skill jobs) is not directly measured."
hartz_2003_2005,Price 2020 IZA DP13300,https://docs.iza.org/dp13300.pdf,2003-2008,Germany,National,all,all,all sectors,varies,ALG II post-exhaustion,ALG II ~€400/month,all workers affected by benefit duration cut,12-18 months post-displacement,,PROXY — faster re-employment but lower job quality,,,,MEDIUM,"RE-EMPLOYMENT SPEED. Hartz IV increased hazard rate of re-employment — probability of experiencing a 1-year jobless spell reduced by 12.4%. Job-finding rate rose steadily in months before benefit exhaustion and spiked sharply at exhaustion point — workers strategically accepting jobs just before benefits run out. Faster re-employment but lower-quality jobs — workers moved into share_similar or underemployed buckets faster under reform pressure.","Job-finding spike at benefit exhaustion is strategic behaviour not genuine matching. Key model insight: high subsidy_level slows re-employment; low subsidy_level speeds it but increases underemployment share. This is the core policy lever finding from Hartz."
hartz_2003_2005,Centre for Public Impact + IAB data,https://centreforpublicimpact.org/public-impact-fundamentals/the-hartz-employment-reforms-in-germany/,2005-2010,Germany,National,all,low_skilled,all sectors,low income,ALG II ~€400/month,ALG II ~€400/month,~7.4 million mini-job holders by 2010,5 years post-reform,,,high — mini-jobs 7.4m by 2010 / temp workers doubled to 780k,,,MEDIUM,"LABOUR MARKET SEGMENTATION / UNDEREMPLOYMENT. Mini-jobs (<=€400/month) held by 7.4 million people by Dec 2010. Temporary contract workers doubled to 780000. Ein-Euro-Jobs workfare scheme: 200000+ in 2005 rising to 320000+ in 2009 then declining to 188000 in 2011. Mini-job growth is the clearest measurable underemployment signal — jobs below standard employment threshold. Reforms increased temporary and marginal employment and raised number of people in insecure jobs and at risk of poverty.","Mini-job count 7.4m is a stock measure of the post-reform labour market not a flow measure of what displaced workers did. Cannot use as a displacement outcome rate directly. However it indicates a common destination for workers exiting unemployment: low-paid insecure work = underemployed bucket."
hartz_2003_2005,Petrunyk 2023 Wiley + Hochmuth et al. 2020,https://onlinelibrary.wiley.com/doi/10.1111/boer.12343,2006-2015,Germany,East Germany specifically,50+,all,all sectors,varies,ALG II reduced duration for 50+ (15 months max vs 36 months pre-reform),ALG II ~€400/month,older unemployed workers,3-10 years post-reform,,,,EXIT — pension system shift in East Germany,,MEDIUM,"OLDER WORKER EXIT. Benefit duration for 50+ cut from up to 36 months to max 15 months (55+ to 18 months). In East Germany: employment remained constant while unemployment fell — decline in unemployment attributed to workers shifting into pension system = EXIT rather than re-employment. Life satisfaction decreased post-reform more for male unemployed in West Germany driven by income decline. Effect stronger on long-term and involuntarily unemployed. Pattern consistent with older workers pushed out of labour force rather than re-employed.","Directly relevant for Redcar comparison (50%+ of Redcar workers aged 45+). In both cases older workers are the hard-to-place group most likely to exit. Mechanism differs: UK = early retirement via steel pension; Germany = benefit exhaustion then pension system. Exit via pension route inflates apparent re-employment statistics in both episodes."
hartz_2003_2005,Jacobi and Kluve 2007 — IZA Discussion Paper 2100,https://docs.iza.org/dp2100.pdf,2000-2006,Germany,National,all,all,all sectors,varies,ALMP programme vouchers (Bildungsgutschein),N/A,all ALMP participants,programme duration plus follow-up,MIXED — negative short-run (lock-in) positive long-run (Umschulung),,,,,MEDIUM,"RETRAINING (ALMP) EFFECTS. Pre-Hartz ALMP showed negative mean employment effects — training programmes in early 2000s did NOT improve outcomes on average. Post-Hartz reorganisation of public employment services was mainly successful. Voucher-based training (Bildungsgutschein) improved targeting — workers choose course rather than being assigned. Umschulung (full requalification 1-2 years) shows positive long-run effects but lock-in effect during training depresses short-run employment rates. Caseworker assignment still outperforms pure voucher in some studies.","ALMP = the German equivalent of retraining subsidies in the model. Negative short-run then positive long-run retraining effects is standard finding — model should account for time horizon. Umschulung (1-2 year full requalification) is not comparable to UK training courses (can be 2-day refreshers). Define retrain carefully before comparing."
hartz_2003_2005,Schneider and Uhlendorff 2006 — IAB/ZAF — Die Wirkung der Hartz-Reform im Bereich der beruflichen Weiterbildung,https://doku.iab.de/zaf/2006/2006_3-4_zaf_schneider_uhlendorff.pdf,2000-2004,Germany,National,all ages 17-65 (58+ were only 0.35% pre-reform / 1.8% post-reform),all,all sectors,varies,Bildungsgutschein voucher system (Hartz I/II reform of training),N/A,"~5600 FbW participants matched against ~2.1 million non-participants; FbW stock: ~300k/yr pre-reform / ~100k/yr post-reform",programme duration + up to 18 months follow-up,NEGATIVE short-run (lock-in) then +5pp employment probability post-programme — see notes,,,,,HIGH,"IAB RETRAINING PAPER — CORE FINDINGS. FbW (Foerderung beruflicher Weiterbildung) participant numbers dropped drastically after reform: ~300000/yr pre-reform to ~100000/yr post-reform (67% cut in participation). Average programme duration cut from ~8 months to ~5 months. Main programme type (berufsbezogene und -uebergreifende Weiterbildung = job-related further training without a formal qualification) covered ~60% of pre-reform and ~70% of post-reform entries. During programme: lock-in effect reduces transition rate into employment by ~64% pre-reform and ~83% post-reform — participants less likely to find work than non-participants while in training. After programme: employment probability increases by ~5 percentage points for participants vs matched non-participants. Pre-reform this positive effect only appears after ~22 months. Post-reform: hazard rate out of unemployment after programme end is +88% vs non-participants pre-reform and +111% post-reform (difference not statistically significant). Key reform finding: shorter programmes did NOT harm the positive programme effect — efficiency improved. The +5pp employment effect comes primarily from reduced withdrawal into non-employment (inactivity) rather than from reducing unemployment per se.","CRITICAL for model calibration: this is the most precise RETRAIN outcome data available. The +5pp employment probability gain is the causal effect of retraining participation. Negative short-run effect (lock-in during programme: ~8 months pre / ~5 months post) must be modelled as a temporary outcome before the positive effect kicks in. Cannot compare FbW participation rate to UK training course counts — these are full structured programmes of months duration. Population is all German unemployed not a displaced cohort — selection into FbW was restricted to those with high re-employment probability so this is a best-case retraining effect."
hartz_2003_2005,Klinger / Rothe / Weber 2013 — IAB Kurzbericht 11/2013 — Makrooekonomische Perspektive auf die Hartz-Reformen,https://doku.iab.de/kurzber/2013/kb1113.pdf,2003-2012,Germany,National,all,all,all sectors,varies,ALG II post-12-months,ALG II ~€400/month,~5 million unemployed at 2005 peak,2003-2012 (9 years),,,,40% reduction in unemployment (>5m to 2.90m) / long-term unemployment -46%,,HIGH,"IAB MACROECONOMIC EVALUATION — CORE FINDINGS. Unemployment fell 40% from peak of >5 million (2005) to 2.90 million by 2012 — back to early 1990s levels. Long-term unemployment fell 46% over same period. Matching efficiency improved: +10% after Hartz I+II (significant at 99%); +5% after Hartz III (significant at 99%); Hartz IV showed no additional measurable matching improvement. Beveridge curve shifted inward for first time in decades — permanent structural improvement confirmed. At 300000 vacancies: 4.71m unemployed (Feb 2006) fell to 3.40m (Dec 2009). Effect is structural/permanent not just cyclical — confirmed by decomposition of permanent vs cyclical components. Job finding rate rose significantly 2005-2010. Long-term unemployed benefited MORE from matching improvements than short-term unemployed. NEGATIVE SIDE EFFECTS: Real wage index fell 4% between 2003 and 2007 (Statistisches Bundesamt — gross monthly earnings). New jobs for previously unemployed were often unstable — revolving door effect back to ALG II (Grundsicherung). Atypical employment (temp/fixed-term/mini-jobs) increased significantly. Income inequality increased — disproportionate wage declines for lower wage groups. Hard-core long-term unemployed did not benefit sufficiently from reform.","Matching efficiency +10/+5% is a structural market-level effect — not a worker-level outcome rate. Real wage decline of 4% (2003-2007 gross monthly earnings) is a different measure from the re-employment wage penalty of 4-10% cited in other papers — the IAB figure covers ALL workers including those who kept their jobs and reflects moderate wage settlements. For displaced worker comparison use the 4-10% re-employment wage penalty from Price/Kuegler. Revolving door effect is the most important finding for model calibration: underemployment/exit is not permanent — workers cycle between employment and ALG II. Hard-core long-term unemployed = the exit bucket — reform did not solve their problem."
China shock (Autor et al.),,,,,,,,,,,,,,,,,,,,,
China shock (Autor et al.),,,,,,,,,,,,,,,,,,,,,
